county,date,est_new_infections,est_population,daily_infection_rate,severe
Imperial,2020-05-16,13,181215,0.7173799078442734,0
Imperial,2020-05-17,14,181215,0.7725629776784483,0
Imperial,2020-05-18,13,181215,0.7173799078442734,0
Imperial,2020-05-19,11,181215,0.6070137681759236,0
Imperial,2020-05-20,10,181215,0.5518306983417488,0
Imperial,2020-05-21,10,181215,0.5518306983417488,0
Imperial,2020-05-22,9,181215,0.4966476285075739,0
Imperial,2020-05-23,9,181215,0.4966476285075739,0
Imperial,2020-05-24,9,181215,0.4966476285075739,0
Imperial,2020-05-25,8,181215,0.441464558673399,0
Imperial,2020-05-26,8,181215,0.441464558673399,0
Imperial,2020-05-27,7,181215,0.38628148883922414,0
Imperial,2020-05-28,7,181215,0.38628148883922414,0
Imperial,2020-05-29,6,181215,0.3310984190050492,0
Imperial,2020-05-30,6,181215,0.3310984190050492,0
Imperial,2020-05-31,6,181215,0.3310984190050492,0
Imperial,2020-06-01,6,181215,0.3310984190050492,0
Imperial,2020-06-02,6,181215,0.3310984190050492,0
Imperial,2020-06-03,6,181215,0.3310984190050492,0
Imperial,2020-06-04,5,181215,0.2759153491708744,0
Imperial,2020-06-05,5,181215,0.2759153491708744,0
Imperial,2020-06-06,6,181215,0.3310984190050492,0
Imperial,2020-06-07,6,181215,0.3310984190050492,0
Imperial,2020-06-08,6,181215,0.3310984190050492,0
Imperial,2020-06-09,6,181215,0.3310984190050492,0
Imperial,2020-06-10,5,181215,0.2759153491708744,0
Imperial,2020-06-11,5,181215,0.2759153491708744,0
Imperial,2020-06-12,5,181215,0.2759153491708744,0
Imperial,2020-06-13,5,181215,0.2759153491708744,0
Imperial,2020-06-14,5,181215,0.2759153491708744,0
Imperial,2020-06-15,5,181215,0.2759153491708744,0
Imperial,2020-06-16,6,181215,0.3310984190050492,0
Imperial,2020-06-17,6,181215,0.3310984190050492,0
Imperial,2020-06-18,6,181215,0.3310984190050492,0
Imperial,2020-06-19,6,181215,0.3310984190050492,0
Imperial,2020-06-20,6,181215,0.3310984190050492,0
Inyo,2020-05-10,0,18039,0.0,0
Inyo,2020-05-11,0,18039,0.0,0
Inyo,2020-05-12,0,18039,0.0,0
Inyo,2020-05-13,0,18039,0.0,0
Inyo,2020-05-14,0,18039,0.0,0
Inyo,2020-05-15,0,18039,0.0,0
Inyo,2020-05-16,0,18039,0.0,0
Inyo,2020-05-17,0,18039,0.0,0
Inyo,2020-05-18,0,18039,0.0,0
Inyo,2020-05-19,0,18039,0.0,0
Inyo,2020-05-20,0,18039,0.0,0
Inyo,2020-05-21,0,18039,0.0,0
Inyo,2020-05-22,0,18039,0.0,0
Inyo,2020-05-23,0,18039,0.0,0
Inyo,2020-05-24,0,18039,0.0,0
Inyo,2020-05-25,0,18039,0.0,0
Inyo,2020-05-26,0,18039,0.0,0
Inyo,2020-05-27,0,18039,0.0,0
Inyo,2020-05-28,0,18039,0.0,0
Inyo,2020-05-29,0,18039,0.0,0
Inyo,2020-05-30,0,18039,0.0,0
Inyo,2020-05-31,0,18039,0.0,0
Inyo,2020-06-01,0,18039,0.0,0
Inyo,2020-06-02,0,18039,0.0,0
Inyo,2020-06-03,0,18039,0.0,0
Inyo,2020-06-04,0,18039,0.0,0
Inyo,2020-06-05,0,18039,0.0,0
Inyo,2020-06-06,0,18039,0.0,0
Inyo,2020-06-07,0,18039,0.0,0
Inyo,2020-06-08,0,18039,0.0,0
Inyo,2020-06-09,0,18039,0.0,0
Inyo,2020-06-10,0,18039,0.0,0
Inyo,2020-06-11,0,18039,0.0,0
Inyo,2020-06-12,0,18039,0.0,0
Inyo,2020-06-13,0,18039,0.0,0
Inyo,2020-06-14,0,18039,0.0,0
Inyo,2020-06-15,0,18039,0.0,0
Inyo,2020-06-16,0,18039,0.0,0
Inyo,2020-06-17,0,18039,0.0,0
Inyo,2020-06-18,0,18039,0.0,0
Inyo,2020-06-19,0,18039,0.0,0
Inyo,2020-06-20,0,18039,0.0,0
Kern,2020-05-10,315,900202,3.4992146207184613,1
Kern,2020-05-11,335,900202,3.7213869775894746,1
Kern,2020-05-12,348,900202,3.865799009555633,1
Kern,2020-05-13,363,900202,4.0324282772088935,1
Kern,2020-05-14,376,900202,4.176840309175052,1
Kern,2020-05-15,395,900202,4.387904048202515,1
Kern,2020-05-16,420,900202,4.665619494291281,1
Kern,2020-05-17,428,900202,4.7544884370396865,1
Kern,2020-05-18,429,900202,4.765597054883237,1
Kern,2020-05-19,436,900202,4.843357379788092,1
Kern,2020-05-20,444,900202,4.932226322536497,1
Kern,2020-05-21,447,900202,4.96555217606715,1
Kern,2020-05-22,457,900202,5.076638354502656,1
Kern,2020-05-23,459,900202,5.098855590189757,1
Kern,2020-05-24,457,900202,5.076638354502656,1
Kern,2020-05-25,452,900202,5.021095265284902,1
Kern,2020-05-26,429,900202,4.765597054883237,1
Kern,2020-05-27,422,900202,4.6878367299783825,1
Kern,2020-05-28,412,900202,4.576750551542876,1
Kern,2020-05-29,403,900202,4.47677299095092,1
Kern,2020-05-30,397,900202,4.410121283889616,1
Kern,2020-05-31,389,900202,4.321252341141211,1
Kern,2020-06-01,366,900202,4.065754130739545,1
Kern,2020-06-02,336,900202,3.7324955954330252,1
Kern,2020-06-03,329,900202,3.65473527052817,1
Kern,2020-06-04,309,900202,3.432562913657157,1
Kern,2020-06-05,302,900202,3.354802588752302,1
Kern,2020-06-06,285,900202,3.1659560854119406,1
Kern,2020-06-07,268,900202,2.9771095820715794,1
Kern,2020-06-08,261,900202,2.8993492571667248,1
Kern,2020-06-09,242,900202,2.6882855181392618,1
Kern,2020-06-10,236,900202,2.6216338110779582,1
Kern,2020-06-11,228,900202,2.532764868329553,1
Kern,2020-06-12,217,900202,2.4105700720504952,1
Kern,2020-06-13,202,900202,2.2439408043972353,1
Kern,2020-06-14,202,900202,2.2439408043972353,1
Kern,2020-06-15,190,900202,2.1106373902746274,1
Kern,2020-06-16,183,900202,2.0328770653697723,1
Kern,2020-06-17,167,900202,1.8551391798729617,1
Kern,2020-06-18,167,900202,1.8551391798729617,1
Kern,2020-06-19,156,900202,1.7329443835939045,1
Kern,2020-06-20,154,900202,1.7107271479068031,1
Kings,2020-05-10,223,152940,14.58088139139532,1
Kings,2020-05-11,242,152940,15.823198639989538,1
Kings,2020-05-12,263,152940,17.196286125277886,1
Kings,2020-05-13,285,152940,18.6347587289133,1
Kings,2020-05-14,297,152940,19.41938014907807,1
Kings,2020-05-15,330,152940,21.577089054531186,1
Kings,2020-05-16,347,152940,22.68863606643128,1
Kings,2020-05-17,355,152940,23.211717013207796,1
Kings,2020-05-18,370,152940,24.19249378841376,1
Kings,2020-05-19,369,152940,24.127108670066693,1
Kings,2020-05-20,369,152940,24.127108670066693,1
Kings,2020-05-21,384,152940,25.107885445272657,1
Kings,2020-05-22,384,152940,25.107885445272657,1
Kings,2020-05-23,387,152940,25.304040800313846,1
Kings,2020-05-24,402,152940,26.28481757551981,1
Kings,2020-05-25,406,152940,26.546358048908072,1
Kings,2020-05-26,413,152940,27.004053877337515,1
Kings,2020-05-27,424,152940,27.723290179155224,1
Kings,2020-05-28,415,152940,27.134824114031648,1
Kings,2020-05-29,426,152940,27.854060415849354,1
Kings,2020-05-30,439,152940,28.70406695436119,1
Kings,2020-05-31,446,152940,29.16176278279064,1
Kings,2020-06-01,425,152940,27.788675297502287,1
Kings,2020-06-02,412,152940,26.938668758990453,1
Kings,2020-06-03,397,152940,25.95789198378449,1
Kings,2020-06-04,371,152940,24.25787890676082,1
Kings,2020-06-05,379,152940,24.780959853537336,1
Kings,2020-06-06,367,152940,23.996338433372564,1
Kings,2020-06-07,352,152940,23.0155616581666,1
Kings,2020-06-08,334,152940,21.838629527919448,1
Kings,2020-06-09,304,152940,19.87707597750752,1
Kings,2020-06-10,286,152940,18.700143847260364,1
Kings,2020-06-11,269,152940,17.588596835360274,1
Kings,2020-06-12,255,152940,16.673205178501373,1
Kings,2020-06-13,246,152940,16.084739113377797,1
Kings,2020-06-14,223,152940,14.58088139139532,1
Kings,2020-06-15,219,152940,14.319340918007061,1
Kings,2020-06-16,203,152940,13.273179024454036,1
Kings,2020-06-17,195,152940,12.75009807767752,1
Kings,2020-06-18,181,152940,11.834706420818621,1
Kings,2020-06-19,174,152940,11.377010592389173,1
Kings,2020-06-20,159,152940,10.396233817183209,1
Lake,2020-05-10,2,64386,0.31062653371851023,0
Lake,2020-05-11,2,64386,0.31062653371851023,0
Lake,2020-05-12,2,64386,0.31062653371851023,0
Lake,2020-05-13,2,64386,0.31062653371851023,0
Lake,2020-05-14,2,64386,0.31062653371851023,0
Lake,2020-05-15,2,64386,0.31062653371851023,0
Lake,2020-05-16,3,64386,0.46593980057776535,0
Lake,2020-05-17,2,64386,0.31062653371851023,0
Lake,2020-05-18,3,64386,0.46593980057776535,0
Lake,2020-05-19,2,64386,0.31062653371851023,0
Lake,2020-05-20,2,64386,0.31062653371851023,0
Lake,2020-05-21,3,64386,0.46593980057776535,0
Lake,2020-05-22,3,64386,0.46593980057776535,0
Lake,2020-05-23,4,64386,0.6212530674370205,0
Lake,2020-05-24,4,64386,0.6212530674370205,0
Lake,2020-05-25,4,64386,0.6212530674370205,0
Lake,2020-05-26,5,64386,0.7765663342962756,0
Lake,2020-05-27,4,64386,0.6212530674370205,0
Lake,2020-05-28,4,64386,0.6212530674370205,0
Lake,2020-05-29,5,64386,0.7765663342962756,0
Lake,2020-05-30,5,64386,0.7765663342962756,0
Lake,2020-05-31,5,64386,0.7765663342962756,0
Lake,2020-06-01,5,64386,0.7765663342962756,0
Lake,2020-06-02,5,64386,0.7765663342962756,0
Lake,2020-06-03,6,64386,0.9318796011555307,0
Lake,2020-06-04,6,64386,0.9318796011555307,0
Lake,2020-06-05,6,64386,0.9318796011555307,0
Lake,2020-06-06,7,64386,1.0871928680147858,1
Lake,2020-06-07,6,64386,0.9318796011555307,0
Lake,2020-06-08,6,64386,0.9318796011555307,0
Lake,2020-06-09,6,64386,0.9318796011555307,0
Lake,2020-06-10,7,64386,1.0871928680147858,1
Lake,2020-06-11,7,64386,1.0871928680147858,1
Lake,2020-06-12,8,64386,1.242506134874041,1
Lake,2020-06-13,8,64386,1.242506134874041,1
Lake,2020-06-14,8,64386,1.242506134874041,1
Lake,2020-06-15,9,64386,1.397819401733296,1
Lake,2020-06-16,9,64386,1.397819401733296,1
Lake,2020-06-17,9,64386,1.397819401733296,1
Lake,2020-06-18,10,64386,1.5531326685925513,1
Lake,2020-06-19,9,64386,1.397819401733296,1
Lake,2020-06-20,10,64386,1.5531326685925513,1
Lassen,2020-05-10,1,30573,0.3270859909070094,0
Lassen,2020-05-11,1,30573,0.3270859909070094,0
Lassen,2020-05-12,1,30573,0.3270859909070094,0
Lassen,2020-05-13,1,30573,0.3270859909070094,0
Lassen,2020-05-14,1,30573,0.3270859909070094,0
Lassen,2020-05-15,1,30573,0.3270859909070094,0
Lassen,2020-05-16,1,30573,0.3270859909070094,0
Lassen,2020-05-17,1,30573,0.3270859909070094,0
Lassen,2020-05-18,1,30573,0.3270859909070094,0
Lassen,2020-05-19,1,30573,0.3270859909070094,0
Lassen,2020-05-20,1,30573,0.3270859909070094,0
Lassen,2020-05-21,1,30573,0.3270859909070094,0
Lassen,2020-05-22,1,30573,0.3270859909070094,0
Lassen,2020-05-23,1,30573,0.3270859909070094,0
Lassen,2020-05-24,1,30573,0.3270859909070094,0
Lassen,2020-05-25,1,30573,0.3270859909070094,0
Lassen,2020-05-26,1,30573,0.3270859909070094,0
Lassen,2020-05-27,1,30573,0.3270859909070094,0
Lassen,2020-05-28,1,30573,0.3270859909070094,0
Lassen,2020-05-29,2,30573,0.6541719818140188,0
Lassen,2020-05-30,1,30573,0.3270859909070094,0
Lassen,2020-05-31,1,30573,0.3270859909070094,0
Lassen,2020-06-01,1,30573,0.3270859909070094,0
Lassen,2020-06-02,1,30573,0.3270859909070094,0
Lassen,2020-06-03,1,30573,0.3270859909070094,0
Lassen,2020-06-04,1,30573,0.3270859909070094,0
Lassen,2020-06-05,1,30573,0.3270859909070094,0
Lassen,2020-06-06,1,30573,0.3270859909070094,0
Lassen,2020-06-07,1,30573,0.3270859909070094,0
Lassen,2020-06-08,2,30573,0.6541719818140188,0
Lassen,2020-06-09,1,30573,0.3270859909070094,0
Lassen,2020-06-10,1,30573,0.3270859909070094,0
Lassen,2020-06-11,1,30573,0.3270859909070094,0
Lassen,2020-06-12,1,30573,0.3270859909070094,0
Lassen,2020-06-13,1,30573,0.3270859909070094,0
Lassen,2020-06-14,1,30573,0.3270859909070094,0
Lassen,2020-06-15,1,30573,0.3270859909070094,0
Lassen,2020-06-16,1,30573,0.3270859909070094,0
Lassen,2020-06-17,1,30573,0.3270859909070094,0
Lassen,2020-06-18,1,30573,0.3270859909070094,0
Lassen,2020-06-19,1,30573,0.3270859909070094,0
Lassen,2020-06-20,1,30573,0.3270859909070094,0
Los Angeles,2020-05-10,2368,10039107,2.3587755365093726,1
Los Angeles,2020-05-11,2207,10039107,2.198402706535551,1
Los Angeles,2020-05-12,2024,10039107,2.0161155768137546,1
Los Angeles,2020-05-13,1882,10039107,1.874668732985912,1
Los Angeles,2020-05-14,1764,10039107,1.7571283979740429,1
Los Angeles,2020-05-15,1651,10039107,1.6445685856321683,1
Los Angeles,2020-05-16,1549,10039107,1.5429659231642814,1
Los Angeles,2020-05-17,1394,10039107,1.3885697203944536,1
Los Angeles,2020-05-18,1264,10039107,1.2590761309745977,1
Los Angeles,2020-05-19,1131,10039107,1.1265942279527452,1
Los Angeles,2020-05-20,1013,10039107,1.009053892940876,1
Los Angeles,2020-05-21,938,10039107,0.9343460528909593,0
Los Angeles,2020-05-22,841,10039107,0.8377239130930669,0
Los Angeles,2020-05-23,772,10039107,0.7689927002471435,0
Los Angeles,2020-05-24,706,10039107,0.7032498010032168,0
Los Angeles,2020-05-25,651,10039107,0.6484640516332777,0
Los Angeles,2020-05-26,573,10039107,0.5707678979813643,0
Los Angeles,2020-05-27,539,10039107,0.536900343825402,0
Los Angeles,2020-05-28,490,10039107,0.48809122165945634,0
Los Angeles,2020-05-29,452,10039107,0.4502392493674985,0
Los Angeles,2020-05-30,401,10039107,0.3994379181335551,0
Los Angeles,2020-05-31,370,10039107,0.36855867757958954,0
Los Angeles,2020-06-01,348,10039107,0.3466443778316139,0
Los Angeles,2020-06-02,328,10039107,0.3267222871516361,0
Los Angeles,2020-06-03,288,10039107,0.2868781057916805,0
Los Angeles,2020-06-04,266,10039107,0.2649638060437049,0
Los Angeles,2020-06-05,255,10039107,0.25400665616971707,0
Los Angeles,2020-06-06,229,10039107,0.22810793828574594,0
Los Angeles,2020-06-07,210,10039107,0.20918195213976704,0
Los Angeles,2020-06-08,203,10039107,0.20220922040177478,0
Los Angeles,2020-06-09,178,10039107,0.1773066070518025,0
Los Angeles,2020-06-10,170,10039107,0.1693377707798114,0
Los Angeles,2020-06-11,155,10039107,0.15439620276982804,0
Los Angeles,2020-06-12,139,10039107,0.13845853022584578,0
Los Angeles,2020-06-13,133,10039107,0.13248190302185245,0
Los Angeles,2020-06-14,126,10039107,0.12550917128386022,0
Los Angeles,2020-06-15,110,10039107,0.10957149873987797,0
Los Angeles,2020-06-16,112,10039107,0.11156370780787575,0
Los Angeles,2020-06-17,101,10039107,0.10060655793388794,0
Los Angeles,2020-06-18,99,10039107,0.09861434886589017,0
Los Angeles,2020-06-19,88,10039107,0.08765719899190236,0
Los Angeles,2020-06-20,76,10039107,0.07570394458391569,0
Madera,2020-05-10,8,157327,0.5084950453514019,0
Madera,2020-05-11,8,157327,0.5084950453514019,0
Madera,2020-05-12,8,157327,0.5084950453514019,0
Madera,2020-05-13,8,157327,0.5084950453514019,0
Madera,2020-05-14,7,157327,0.4449331646824766,0
Madera,2020-05-15,8,157327,0.5084950453514019,0
Madera,2020-05-16,8,157327,0.5084950453514019,0
Madera,2020-05-17,8,157327,0.5084950453514019,0
Madera,2020-05-18,8,157327,0.5084950453514019,0
Madera,2020-05-19,7,157327,0.4449331646824766,0
Madera,2020-05-20,9,157327,0.5720569260203271,0
Madera,2020-05-21,8,157327,0.5084950453514019,0
Madera,2020-05-22,8,157327,0.5084950453514019,0
Madera,2020-05-23,9,157327,0.5720569260203271,0
Madera,2020-05-24,8,157327,0.5084950453514019,0
Madera,2020-05-25,9,157327,0.5720569260203271,0
Madera,2020-05-26,8,157327,0.5084950453514019,0
Madera,2020-05-27,9,157327,0.5720569260203271,0
Madera,2020-05-28,9,157327,0.5720569260203271,0
Madera,2020-05-29,9,157327,0.5720569260203271,0
Madera,2020-05-30,10,157327,0.6356188066892523,0
Madera,2020-05-31,9,157327,0.5720569260203271,0
Madera,2020-06-01,9,157327,0.5720569260203271,0
Madera,2020-06-02,10,157327,0.6356188066892523,0
Madera,2020-06-03,10,157327,0.6356188066892523,0
Madera,2020-06-04,10,157327,0.6356188066892523,0
Madera,2020-06-05,10,157327,0.6356188066892523,0
Madera,2020-06-06,10,157327,0.6356188066892523,0
Madera,2020-06-07,10,157327,0.6356188066892523,0
Madera,2020-06-08,10,157327,0.6356188066892523,0
Madera,2020-06-09,10,157327,0.6356188066892523,0
Madera,2020-06-10,11,157327,0.6991806873581775,0
Madera,2020-06-11,10,157327,0.6356188066892523,0
Madera,2020-06-12,10,157327,0.6356188066892523,0
Madera,2020-06-13,10,157327,0.6356188066892523,0
Madera,2020-06-14,10,157327,0.6356188066892523,0
Madera,2020-06-15,11,157327,0.6991806873581775,0
Madera,2020-06-16,10,157327,0.6356188066892523,0
Madera,2020-06-17,9,157327,0.5720569260203271,0
Madera,2020-06-18,10,157327,0.6356188066892523,0
Madera,2020-06-19,9,157327,0.5720569260203271,0
Madera,2020-06-20,10,157327,0.6356188066892523,0
Marin,2020-05-10,8,258826,0.3090879587058487,0
Marin,2020-05-11,7,258826,0.2704519638676176,0
Marin,2020-05-12,6,258826,0.23181596902938653,0
Marin,2020-05-13,7,258826,0.2704519638676176,0
Marin,2020-05-14,7,258826,0.2704519638676176,0
Marin,2020-05-15,6,258826,0.23181596902938653,0
Marin,2020-05-16,7,258826,0.2704519638676176,0
Marin,2020-05-17,6,258826,0.23181596902938653,0
Marin,2020-05-18,6,258826,0.23181596902938653,0
Marin,2020-05-19,6,258826,0.23181596902938653,0
Marin,2020-05-20,6,258826,0.23181596902938653,0
Marin,2020-05-21,6,258826,0.23181596902938653,0
Marin,2020-05-22,6,258826,0.23181596902938653,0
Marin,2020-05-23,6,258826,0.23181596902938653,0
Marin,2020-05-24,5,258826,0.19317997419115543,0
Marin,2020-05-25,6,258826,0.23181596902938653,0
Marin,2020-05-26,5,258826,0.19317997419115543,0
Marin,2020-05-27,5,258826,0.19317997419115543,0
Marin,2020-05-28,5,258826,0.19317997419115543,0
Marin,2020-05-29,5,258826,0.19317997419115543,0
Marin,2020-05-30,5,258826,0.19317997419115543,0
Marin,2020-05-31,5,258826,0.19317997419115543,0
Marin,2020-06-01,5,258826,0.19317997419115543,0
Marin,2020-06-02,5,258826,0.19317997419115543,0
Marin,2020-06-03,5,258826,0.19317997419115543,0
Marin,2020-06-04,5,258826,0.19317997419115543,0
Marin,2020-06-05,4,258826,0.15454397935292435,0
Marin,2020-06-06,4,258826,0.15454397935292435,0
Marin,2020-06-07,4,258826,0.15454397935292435,0
Marin,2020-06-08,4,258826,0.15454397935292435,0
Marin,2020-06-09,4,258826,0.15454397935292435,0
Marin,2020-06-10,4,258826,0.15454397935292435,0
Marin,2020-06-11,4,258826,0.15454397935292435,0
Marin,2020-06-12,3,258826,0.11590798451469327,0
Marin,2020-06-13,4,258826,0.15454397935292435,0
Marin,2020-06-14,4,258826,0.15454397935292435,0
Marin,2020-06-15,4,258826,0.15454397935292435,0
Marin,2020-06-16,4,258826,0.15454397935292435,0
Marin,2020-06-17,3,258826,0.11590798451469327,0
Marin,2020-06-18,3,258826,0.11590798451469327,0
Marin,2020-06-19,4,258826,0.15454397935292435,0
Marin,2020-06-20,4,258826,0.15454397935292435,0
Mariposa,2020-05-10,0,17203,0.0,0
Mariposa,2020-05-11,1,17203,0.5812939603557519,0
Mariposa,2020-05-12,1,17203,0.5812939603557519,0
Mariposa,2020-05-13,1,17203,0.5812939603557519,0
Mariposa,2020-05-14,1,17203,0.5812939603557519,0
Mariposa,2020-05-15,1,17203,0.5812939603557519,0
Mariposa,2020-05-16,1,17203,0.5812939603557519,0
Mariposa,2020-05-17,1,17203,0.5812939603557519,0
Mariposa,2020-05-18,1,17203,0.5812939603557519,0
Mariposa,2020-05-19,1,17203,0.5812939603557519,0
Mariposa,2020-05-20,1,17203,0.5812939603557519,0
Mariposa,2020-05-21,1,17203,0.5812939603557519,0
Mariposa,2020-05-22,1,17203,0.5812939603557519,0
Mariposa,2020-05-23,1,17203,0.5812939603557519,0
Mariposa,2020-05-24,1,17203,0.5812939603557519,0
Mariposa,2020-05-25,1,17203,0.5812939603557519,0
Mariposa,2020-05-26,1,17203,0.5812939603557519,0
Mariposa,2020-05-27,1,17203,0.5812939603557519,0
Mariposa,2020-05-28,1,17203,0.5812939603557519,0
Mariposa,2020-05-29,1,17203,0.5812939603557519,0
Mariposa,2020-05-30,1,17203,0.5812939603557519,0
Mariposa,2020-05-31,1,17203,0.5812939603557519,0
Mariposa,2020-06-01,1,17203,0.5812939603557519,0
Mariposa,2020-06-02,1,17203,0.5812939603557519,0
Mariposa,2020-06-03,1,17203,0.5812939603557519,0
Mariposa,2020-06-04,1,17203,0.5812939603557519,0
Mariposa,2020-06-05,1,17203,0.5812939603557519,0
Mariposa,2020-06-06,1,17203,0.5812939603557519,0
Mariposa,2020-06-07,1,17203,0.5812939603557519,0
Mariposa,2020-06-08,1,17203,0.5812939603557519,0
Mariposa,2020-06-09,1,17203,0.5812939603557519,0
Mariposa,2020-06-10,1,17203,0.5812939603557519,0
Mariposa,2020-06-11,1,17203,0.5812939603557519,0
Mariposa,2020-06-12,1,17203,0.5812939603557519,0
Mariposa,2020-06-13,1,17203,0.5812939603557519,0
Mariposa,2020-06-14,1,17203,0.5812939603557519,0
Mariposa,2020-06-15,1,17203,0.5812939603557519,0
Mariposa,2020-06-16,1,17203,0.5812939603557519,0
Mariposa,2020-06-17,1,17203,0.5812939603557519,0
Mariposa,2020-06-18,1,17203,0.5812939603557519,0
Mariposa,2020-06-19,1,17203,0.5812939603557519,0
Mariposa,2020-06-20,1,17203,0.5812939603557519,0
Mendocino,2020-05-10,4,86749,0.4611004161431256,0
Mendocino,2020-05-11,4,86749,0.4611004161431256,0
Mendocino,2020-05-12,4,86749,0.4611004161431256,0
Mendocino,2020-05-13,4,86749,0.4611004161431256,0
Mendocino,2020-05-14,4,86749,0.4611004161431256,0
Mendocino,2020-05-15,5,86749,0.576375520178907,0
Mendocino,2020-05-16,4,86749,0.4611004161431256,0
Mendocino,2020-05-17,5,86749,0.576375520178907,0
Mendocino,2020-05-18,4,86749,0.4611004161431256,0
Mendocino,2020-05-19,4,86749,0.4611004161431256,0
Mendocino,2020-05-20,5,86749,0.576375520178907,0
Mendocino,2020-05-21,4,86749,0.4611004161431256,0
Mendocino,2020-05-22,5,86749,0.576375520178907,0
Mendocino,2020-05-23,5,86749,0.576375520178907,0
Mendocino,2020-05-24,4,86749,0.4611004161431256,0
Mendocino,2020-05-25,6,86749,0.6916506242146884,0
Mendocino,2020-05-26,5,86749,0.576375520178907,0
Mendocino,2020-05-27,5,86749,0.576375520178907,0
Mendocino,2020-05-28,5,86749,0.576375520178907,0
Mendocino,2020-05-29,5,86749,0.576375520178907,0
Mendocino,2020-05-30,5,86749,0.576375520178907,0
Mendocino,2020-05-31,5,86749,0.576375520178907,0
Mendocino,2020-06-01,6,86749,0.6916506242146884,0
Mendocino,2020-06-02,5,86749,0.576375520178907,0
Mendocino,2020-06-03,5,86749,0.576375520178907,0
Mendocino,2020-06-04,5,86749,0.576375520178907,0
Mendocino,2020-06-05,6,86749,0.6916506242146884,0
Mendocino,2020-06-06,5,86749,0.576375520178907,0
Mendocino,2020-06-07,6,86749,0.6916506242146884,0
Mendocino,2020-06-08,7,86749,0.8069257282504698,0
Mendocino,2020-06-09,6,86749,0.6916506242146884,0
Mendocino,2020-06-10,6,86749,0.6916506242146884,0
Mendocino,2020-06-11,7,86749,0.8069257282504698,0
Mendocino,2020-06-12,7,86749,0.8069257282504698,0
Mendocino,2020-06-13,6,86749,0.6916506242146884,0
Mendocino,2020-06-14,7,86749,0.8069257282504698,0
Mendocino,2020-06-15,7,86749,0.8069257282504698,0
Mendocino,2020-06-16,7,86749,0.8069257282504698,0
Mendocino,2020-06-17,7,86749,0.8069257282504698,0
Mendocino,2020-06-18,7,86749,0.8069257282504698,0
Mendocino,2020-06-19,7,86749,0.8069257282504698,0
Mendocino,2020-06-20,7,86749,0.8069257282504698,0
Merced,2020-05-10,33,277680,1.188418323249784,1
Merced,2020-05-11,32,277680,1.1524056467876693,1
Merced,2020-05-12,31,277680,1.1163929703255546,1
Merced,2020-05-13,31,277680,1.1163929703255546,1
Merced,2020-05-14,31,277680,1.1163929703255546,1
Merced,2020-05-15,33,277680,1.188418323249784,1
Merced,2020-05-16,30,277680,1.08038029386344,1
Merced,2020-05-17,30,277680,1.08038029386344,1
Merced,2020-05-18,28,277680,1.0083549409392105,1
Merced,2020-05-19,29,277680,1.0443676174013254,1
Merced,2020-05-20,27,277680,0.9723422644770959,0
Merced,2020-05-21,25,277680,0.9003169115528665,0
Merced,2020-05-22,26,277680,0.9363295880149813,0
Merced,2020-05-23,24,277680,0.8643042350907519,0
Merced,2020-05-24,23,277680,0.8282915586286372,0
Merced,2020-05-25,23,277680,0.8282915586286372,0
Merced,2020-05-26,23,277680,0.8282915586286372,0
Merced,2020-05-27,23,277680,0.8282915586286372,0
Merced,2020-05-28,21,277680,0.756266205704408,0
Merced,2020-05-29,20,277680,0.7202535292422932,0
Merced,2020-05-30,21,277680,0.756266205704408,0
Merced,2020-05-31,21,277680,0.756266205704408,0
Merced,2020-06-01,19,277680,0.6842408527801787,0
Merced,2020-06-02,18,277680,0.648228176318064,0
Merced,2020-06-03,17,277680,0.6122154998559493,0
Merced,2020-06-04,17,277680,0.6122154998559493,0
Merced,2020-06-05,16,277680,0.5762028233938347,0
Merced,2020-06-06,17,277680,0.6122154998559493,0
Merced,2020-06-07,15,277680,0.54019014693172,0
Merced,2020-06-08,17,277680,0.6122154998559493,0
Merced,2020-06-09,15,277680,0.54019014693172,0
Merced,2020-06-10,15,277680,0.54019014693172,0
Merced,2020-06-11,15,277680,0.54019014693172,0
Merced,2020-06-12,14,277680,0.5041774704696053,0
Merced,2020-06-13,14,277680,0.5041774704696053,0
Merced,2020-06-14,12,277680,0.43215211754537597,0
Merced,2020-06-15,14,277680,0.5041774704696053,0
Merced,2020-06-16,12,277680,0.43215211754537597,0
Merced,2020-06-17,12,277680,0.43215211754537597,0
Merced,2020-06-18,13,277680,0.46816479400749067,0
Merced,2020-06-19,12,277680,0.43215211754537597,0
Merced,2020-06-20,13,277680,0.46816479400749067,0
Modoc,2020-05-10,0,8841,0.0,0
Modoc,2020-05-11,0,8841,0.0,0
Modoc,2020-05-12,0,8841,0.0,0
Modoc,2020-05-13,0,8841,0.0,0
Modoc,2020-05-14,0,8841,0.0,0
Modoc,2020-05-15,0,8841,0.0,0
Modoc,2020-05-16,0,8841,0.0,0
Modoc,2020-05-17,0,8841,0.0,0
Modoc,2020-05-18,0,8841,0.0,0
Modoc,2020-05-19,0,8841,0.0,0
Modoc,2020-05-20,0,8841,0.0,0
Modoc,2020-05-21,0,8841,0.0,0
Modoc,2020-05-22,0,8841,0.0,0
Modoc,2020-05-23,0,8841,0.0,0
Modoc,2020-05-24,0,8841,0.0,0
Modoc,2020-05-25,0,8841,0.0,0
